chr11	63225000	63250000	chr11	63400000	63425000
chr11	63230000	63240000	chr11	63350000	63360000
chr11	63245000	63250000	chr11	63400000	63405000
chr11	63250000	63260000	chr11	63500000	63510000
chr11	63340000	63345000	chr11	63380000	63385000
chr11	63420000	63430000	chr11	63500000	63510000
chr11	63420000	63430000	chr11	63510000	63520000
chr11	63595000	63600000	chr11	63710000	63715000
chr11	63595000	63600000	chr11	63915000	63920000
chr11	63600000	63610000	chr11	63680000	63690000
chr11	63600000	63610000	chr11	63700000	63710000
chr11	63600000	63610000	chr11	63920000	63930000
chr11	63600000	63625000	chr11	63900000	63925000
chr11	64130000	64135000	chr11	64175000	64180000
chr11	64140000	64150000	chr11	64250000	64260000
chr11	64255000	64260000	chr11	64325000	64330000
chr11	67395000	67400000	chr11	67480000	67485000
chr11	67400000	67410000	chr11	67560000	67570000
chr11	67470000	67480000	chr11	67550000	67560000
chr11	82220000	82230000	chr11	82390000	82400000
chr11	82375000	82400000	chr11	82575000	82600000
chr11	82420000	82430000	chr11	82570000	82580000
chr11	82430000	82435000	chr11	82480000	82485000
chr11	82430000	82440000	chr11	82590000	82600000
chr11	82480000	82490000	chr11	82560000	82570000
chr11	82620000	82630000	chr11	82750000	82760000
chr11	82620000	82630000	chr11	82790000	82800000
chr11	82625000	82650000	chr11	82800000	82825000
chr11	82640000	82645000	chr11	82680000	82685000
chr11	82680000	82685000	chr11	82765000	82770000
chr11	82680000	82690000	chr11	82770000	82780000
chr11	82800000	82805000	chr11	82850000	82855000
chr11	86710000	86720000	chr11	86830000	86840000
chr11	88820000	88830000	chr11	89060000	89070000
chr11	88925000	88950000	chr11	89225000	89250000
chr11	89680000	89690000	chr11	89800000	89810000
chr11	94325000	94350000	chr11	94500000	94525000
chr11	94340000	94350000	chr11	94500000	94510000
chr11	94390000	94395000	chr11	94445000	94450000
chr11	94880000	94890000	chr11	95430000	95440000
chr11	94890000	94900000	chr11	94980000	94990000
chr11	94900000	94905000	chr11	94970000	94975000
chr11	94910000	94920000	chr11	95120000	95130000
chr11	94925000	94950000	chr11	95400000	95425000
chr11	94960000	94965000	chr11	95105000	95110000
chr11	94960000	94970000	chr11	95430000	95440000
chr11	94980000	94985000	chr11	95020000	95025000
chr11	117690000	117700000	chr11	117820000	117830000
chr11	117700000	117710000	chr11	117920000	117930000
chr11	117700000	117725000	chr11	117900000	117925000
chr11	117810000	117820000	chr11	117920000	117930000
chr11	117820000	117830000	chr11	117900000	117910000
chr11	117830000	117835000	chr11	117880000	117885000
chr11	117975000	118000000	chr4	88150000	88175000
chr11	118050000	118075000	chr11	118225000	118250000
chr11	118060000	118070000	chr11	118150000	118160000
chr11	118060000	118070000	chr11	118220000	118230000
chr11	118150000	118160000	chr11	118320000	118330000
chr11	118180000	118185000	chr11	118220000	118225000
chr11	118250000	118255000	chr11	118295000	118300000
chr11	118260000	118270000	chr11	118350000	118360000
chr11	118400000	118410000	chr11	118540000	118550000
chr11	118470000	118475000	chr11	118520000	118525000
chr11	118485000	118490000	chr11	118525000	118530000
chr11	118540000	118550000	chr11	118840000	118850000
chr11	118550000	118560000	chr11	118820000	118830000
chr11	118550000	118575000	chr11	118800000	118825000
chr11	118565000	118570000	chr11	118605000	118610000
chr11	118670000	118680000	chr11	118920000	118930000
chr11	118690000	118700000	chr11	118910000	118920000
chr11	118935000	118940000	chr11	118975000	118980000
chr11	119075000	119080000	chr11	119160000	119165000
chr11	119080000	119085000	chr11	119120000	119125000
chr11	119080000	119085000	chr11	119170000	119175000
chr11	119145000	119150000	chr11	119190000	119195000
chr11	119240000	119250000	chr11	119340000	119350000
chr11	119340000	119350000	chr11	119570000	119580000
chr11	119350000	119360000	chr11	119670000	119680000
chr11	119350000	119375000	chr11	119600000	119625000
chr11	119370000	119380000	chr11	119560000	119570000
chr11	119370000	119380000	chr11	119670000	119680000
chr11	119375000	119400000	chr4	87650000	87675000
chr11	119520000	119530000	chr11	119760000	119770000
chr11	119525000	119550000	chr4	87875000	87900000
chr11	119540000	119545000	chr11	119585000	119590000
chr11	127100000	127110000	chr11	127250000	127260000
chr11	129660000	129665000	chr11	129700000	129705000
chr11	117975000	118000000	chr4	88150000	88175000
chr11	119375000	119400000	chr4	87650000	87675000
chr11	119525000	119550000	chr4	87875000	87900000
chr4	10575000	10600000	chr4	10750000	10775000
chr4	10575000	10600000	chr4	10925000	10950000
chr4	10580000	10590000	chr4	10900000	10910000
chr4	10590000	10600000	chr4	10690000	10700000
chr4	10610000	10620000	chr4	10720000	10730000
chr4	10760000	10770000	chr4	10860000	10870000
chr4	25425000	25450000	chr4	25750000	25775000
chr4	25430000	25440000	chr4	25560000	25570000
chr4	25435000	25440000	chr4	25770000	25775000
chr4	25715000	25720000	chr4	25770000	25775000
chr4	25835000	25840000	chr4	25945000	25950000
chr4	25870000	25875000	chr4	25915000	25920000
chr4	25950000	25955000	chr4	25995000	26000000
chr4	49025000	49050000	chr4	49275000	49300000
chr4	49190000	49195000	chr4	49235000	49240000
chr4	66840000	66850000	chr4	66920000	66930000
chr4	66960000	66965000	chr4	67005000	67010000
chr4	68700000	68725000	chr4	69025000	69050000
chr4	68800000	68810000	chr4	68890000	68900000
chr4	68820000	68830000	chr4	69240000	69250000
chr4	68950000	68960000	chr4	69100000	69110000
chr4	69100000	69125000	chr4	69300000	69325000
chr4	69130000	69140000	chr4	69280000	69290000
chr4	69135000	69140000	chr4	69270000	69275000
chr4	69150000	69160000	chr4	69250000	69260000
chr4	69350000	69375000	chr4	70000000	70025000
chr4	69370000	69380000	chr4	70030000	70040000
chr4	69600000	69610000	chr4	70830000	70840000
chr4	69870000	69880000	chr4	69970000	69980000
chr4	69920000	69925000	chr4	69960000	69965000
chr4	70075000	70100000	chr4	70250000	70275000
chr4	70210000	70220000	chr4	70290000	70300000
chr4	70330000	70340000	chr4	70480000	70490000
chr4	70550000	70575000	chr4	70925000	70950000
chr4	87400000	87425000	chr4	87800000	87825000
chr4	87410000	87420000	chr4	87790000	87800000
chr4	87415000	87420000	chr4	87815000	87820000
chr4	87430000	87440000	chr4	87630000	87640000
chr4	87450000	87460000	chr4	87530000	87540000
chr4	87460000	87470000	chr4	87810000	87820000
chr4	87475000	87500000	chr4	87800000	87825000
chr4	87560000	87570000	chr4	87800000	87810000
chr4	87600000	87625000	chr4	87800000	87825000
chr4	87690000	87700000	chr4	87810000	87820000
chr4	87825000	87850000	chr4	88000000	88025000
chr4	87850000	87855000	chr4	87935000	87940000
chr4	87850000	87860000	chr4	87990000	88000000
chr4	87855000	87860000	chr4	87910000	87915000
chr4	87860000	87865000	chr4	87910000	87915000
chr4	87860000	87870000	chr4	87950000	87960000
chr4	88040000	88050000	chr4	88300000	88310000
chr4	88170000	88180000	chr4	88400000	88410000
chr4	88300000	88305000	chr4	88340000	88345000
chr4	88300000	88305000	chr4	88390000	88395000
chr4	88350000	88355000	chr4	88390000	88395000
chr4	88770000	88775000	chr4	88905000	88910000
chr4	88775000	88780000	chr4	88815000	88820000
chr4	88790000	88800000	chr4	88900000	88910000
chr4	88810000	88820000	chr4	88900000	88910000
chr4	110875000	110900000	chr4	111850000	111875000
chr4	110900000	110925000	chr4	111650000	111675000
chr4	110920000	110930000	chr4	111250000	111260000
chr4	110925000	110950000	chr4	111250000	111275000
chr4	110925000	110950000	chr4	111425000	111450000
chr4	110940000	110950000	chr4	111120000	111130000
chr4	110950000	110975000	chr4	111125000	111150000
chr4	110960000	110970000	chr4	111130000	111140000
chr4	111010000	111020000	chr4	111130000	111140000
chr4	111200000	111205000	chr4	111310000	111315000
chr4	111245000	111250000	chr4	111290000	111295000
chr4	111250000	111275000	chr4	111425000	111450000
chr4	111490000	111500000	chr4	111880000	111890000
chr4	111515000	111520000	chr4	111555000	111560000
chr4	111550000	111575000	chr4	112125000	112150000
chr4	111600000	111605000	chr4	111640000	111645000
chr4	111680000	111690000	chr4	111860000	111870000
chr4	111950000	111960000	chr4	112200000	112210000
chr4	112140000	112150000	chr4	112220000	112230000
chr4	112245000	112250000	chr4	112305000	112310000
chr4	112500000	112525000	chr4	112950000	112975000
chr4	112550000	112575000	chr4	112950000	112975000
chr4	112550000	112575000	chr4	112975000	113000000
chr4	112560000	112565000	chr4	112955000	112960000
chr4	112565000	112570000	chr4	112650000	112655000
chr4	112600000	112625000	chr4	112900000	112925000
chr4	112750000	112760000	chr4	112980000	112990000
chr4	112840000	112850000	chr4	112980000	112990000
chr4	112860000	112870000	chr4	112950000	112960000
chr4	113000000	113025000	chr4	113175000	113200000
chr4	113020000	113030000	chr4	113140000	113150000
chr4	113020000	113030000	chr4	113150000	113160000
chr4	147120000	147125000	chr4	147165000	147170000
chr4	147170000	147175000	chr4	147210000	147215000
chr4	147250000	147260000	chr4	147440000	147450000
chr4	147250000	147275000	chr4	147825000	147850000
chr4	147360000	147370000	chr4	147490000	147500000
chr4	147550000	147560000	chr4	147640000	147650000
chr4	147730000	147735000	chr4	147790000	147795000
chr4	148250000	148275000	chr4	148425000	148450000
chr4	148540000	148550000	chr4	148630000	148640000
chr4	148550000	148560000	chr4	148780000	148790000
chr4	148575000	148600000	chr4	149425000	149450000
chr4	148600000	148625000	chr4	148775000	148800000
chr4	148620000	148630000	chr4	148790000	148800000
chr4	148690000	148700000	chr4	148770000	148780000
chr4	148810000	148820000	chr4	149580000	149590000
chr4	148820000	148830000	chr4	149580000	149590000
chr4	148825000	148850000	chr4	150200000	150225000
chr4	148830000	148840000	chr4	149060000	149070000
chr4	148990000	149000000	chr4	149330000	149340000
chr4	149110000	149120000	chr4	149200000	149210000
chr4	149120000	149130000	chr4	149350000	149360000
chr4	149280000	149290000	chr4	149360000	149370000
chr4	149540000	149550000	chr4	149840000	149850000
chr4	149620000	149630000	chr4	149780000	149790000
chr4	149900000	149925000	chr4	150675000	150700000
chr4	154340000	154350000	chr4	154420000	154430000
chr4	170020000	170025000	chr4	170095000	170100000
